Year,State,Commodity,Mode,Commodity Group,Trade Type,Trade Value,Shipwt Metric Ton,Shipwt Pound
2014,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Rail,86 - 89  Transportation,Import,345165,0.363,800.2785
2021,U.S-Mexico Trade,Live Animals,Air,01 - 05  Animal & Animal Products,Export,39180792,419.417,924656.9514
2024,U.S-Mexico Trade,Knitted or Crocheted Apparel,Rail,50 - 63  Textiles,Export,5888359,0,0
2019,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Truck,06 - 15  Vegetable Products,Export,107088916,0,0
2014,U.S-Mexico Trade,Coffee; Tea and Spices,Vessel,06 - 15  Vegetable Products,Export,5799725,1713.745,3778164.075
2013,U.S-Mexico Trade,Impregnated Fabrics,Truck,50 - 63  Textiles,Import,698462581,88704.209,195559465.3
2023,U.S-Mexico Trade,Edible Fruit and Nuts,Vessel,06 - 15  Vegetable Products,Import,109144174,212951.786,469478707.7
2018,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Rail,68 - 71  Stone / Glass,Export,170532585,0,0
2019,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Mail,16 - 24  Foodstuffs,Export,2840,0,0
2020,U.S-Mexico Trade,Lead and Articles,Other,72 - 83  Metals,Export,520150,0,0
2023,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Vessel,50 - 63  Textiles,Export,9802326,763.418,1683049.963
2019,U.S-Mexico Trade,Paper and Paperboard,Vessel,44 - 49  Wood & Wood Products,Import,109891024,169441.493,373554853.3
2015,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Rail,90 - 97  Miscellaneous,Import,128439451,20334.958,44830944.98
2016,U.S-Mexico Trade,Explosives,Rail,28 - 38  Chemicals & Allied Industries,Export,158871,0,0
2022,U.S-Mexico Trade,Knitted or Crocheted Apparel,Foreign Trade Zones,50 - 63  Textiles,Import,4721150,182.13,401528.2446
2021,U.S-Mexico Trade,Headgear,Truck,64 - 67  Footwear / Headgear,Import,332287358,7951.755,17530633.24
2020,U.S-Mexico Trade,Special Woven Fabrics,Air,50 - 63  Textiles,Export,3329474,357.447,788036.3765
2018,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Vessel,28 - 38  Chemicals & Allied Industries,Import,32066762,30553.937,67359955.64
2021,U.S-Mexico Trade,Special Classification Provisions,Air,98 - 99  Service,Import,3171651431,6395.243,14099108.84
2023,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Rail,16 - 24  Foodstuffs,Import,28684073,9327.386,20563382.95
2019,U.S-Mexico Trade,Sugars and Sugar Confectionery,Vessel,16 - 24  Foodstuffs,Export,26489478,70597.195,155640300.1
2018,U.S-Mexico Trade,Tools of Base Metal,Mail,72 - 83  Metals,Export,805327,0,0
2019,U.S-Mexico Trade,Wood and Articles,Other,44 - 49  Wood & Wood Products,Import,2576,33.956,74860.2268
2015,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Rail,28 - 38  Chemicals & Allied Industries,Import,2570446,3557.194,7842276.758
2021,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Truck,84 - 85  Machinery / Electrical,Export,55920878249,0,0
2015,U.S-Mexico Trade,Essential Oils and Resinoids,Truck,28 - 38  Chemicals & Allied Industries,Export,3032971805,0,0
2023,U.S-Mexico Trade,Measuring and Testing Instruments,Truck,90 - 97  Miscellaneous,Import,23668404938,517898.202,1141771023
2013,U.S-Mexico Trade,Wool and Animal Hair,Other,50 - 63  Textiles,Export,3197938,0,0
2023,U.S-Mexico Trade,Other Base Metals and Cermets,Vessel,72 - 83  Metals,Export,54874,3.894,8584.8072
2013,U.S-Mexico Trade,Clocks; Watches and Parts,Vessel,90 - 97  Miscellaneous,Export,1994841,37.996,83766.908
2024,U.S-Mexico Trade,Toys; Games and Sport Equipment,Air,90 - 97  Miscellaneous,Import,15868100,644.3,1420439.507
2019,U.S-Mexico Trade,Preparations of Fish and Meat,Vessel,16 - 24  Foodstuffs,Import,21189002,4392.925,9684749.728
2020,U.S-Mexico Trade,Headgear,Air,64 - 67  Footwear / Headgear,Export,5770408,121.654,268201.3696
2020,U.S-Mexico Trade,Other Made up Textile Articles,Vessel,50 - 63  Textiles,Export,25500031,2936.852,6474655.634
2022,U.S-Mexico Trade,Essential Oils and Resinoids,Vessel,28 - 38  Chemicals & Allied Industries,Import,96541154,15010.526,33092572.17
2024,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Air,50 - 63  Textiles,Export,34531826,744.038,1640324.326
2018,U.S-Mexico Trade,Cotton,Truck,50 - 63  Textiles,Export,811000914,0,0
2020,U.S-Mexico Trade,Aluminum and Articles,Air,72 - 83  Metals,Import,19976743,572.216,1261521.356
2021,U.S-Mexico Trade,Sugars and Sugar Confectionery,Air,16 - 24  Foodstuffs,Import,25191,0.999,2202.4194
2019,U.S-Mexico Trade,Dairy Products,Rail,01 - 05  Animal & Animal Products,Export,39006925,0,0
2014,U.S-Mexico Trade,Other Made up Textile Articles,Air,50 - 63  Textiles,Export,14813116,1170.151,2579743.453
2019,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Rail,90 - 97  Miscellaneous,Import,78734107,12650.114,27888750.24
2015,U.S-Mexico Trade,Paper and Paperboard,Vessel,44 - 49  Wood & Wood Products,Import,133219245,250529.81,552324137.1
2019,U.S-Mexico Trade,Rubber and Articles,Truck,39 - 40  Plastics / Rubbers,Import,4779540098,1131492.925,2494516934
2014,U.S-Mexico Trade,Furskins and Artificial Fur,Truck,"41 - 43  Raw Hides, Skins, Leather, & Furs",Import,209418519,1392.191,3069258.268
2016,U.S-Mexico Trade,Preparations of Cereals and Flour,Truck,16 - 24  Foodstuffs,Import,3855234113,1540150.147,3395452625
2022,U.S-Mexico Trade,Tools of Base Metal,Mail,72 - 83  Metals,Export,319914,0,0
2015,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Truck,06 - 15  Vegetable Products,Export,75659397,0,0
2021,U.S-Mexico Trade,Preparations of Fish and Meat,Air,16 - 24  Foodstuffs,Export,722260,113.66,250577.6106
2019,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,25 - 27  Mineral Products,Import,410335857,7278501.371,16046361864
2015,U.S-Mexico Trade,Miscellaneous Edible Preparations,Rail,16 - 24  Foodstuffs,Export,113709978,0,0
2016,U.S-Mexico Trade,Umbrellas and Walking Sticks,Truck,64 - 67  Footwear / Headgear,Import,7666520,832.185,1834655.367
2019,U.S-Mexico Trade,Special Classification Provisions,Vessel,98 - 99  Service,Export,520131,44.652,98440.8893
2024,U.S-Mexico Trade,Paper and Paperboard,Foreign Trade Zones,44 - 49  Wood & Wood Products,Import,5837029,7531.221,16603513.73
2020,U.S-Mexico Trade,Computer-Related Machinery and Parts,Air,84 - 85  Machinery / Electrical,Import,2330855433,13796.637,30416402.8
2016,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Vessel,25 - 27  Mineral Products,Import,511911971,29487708.14,65009321458
2017,U.S-Mexico Trade,Fish and Crustaceans,Vessel,01 - 05  Animal & Animal Products,Import,59728481,11379.24,25086950.38
2023,U.S-Mexico Trade,Tools of Base Metal,Other,72 - 83  Metals,Export,457256457,0,0
2017,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Air,68 - 71  Stone / Glass,Export,1894116414,592.052,1305252.265
2024,U.S-Mexico Trade,Miscellaneous Chemical Products,Air,28 - 38  Chemicals & Allied Industries,Import,132117277,338.132,745454.051
2021,U.S-Mexico Trade,Fish and Crustaceans,Air,01 - 05  Animal & Animal Products,Export,12698555,1986.577,4379656.159
2019,U.S-Mexico Trade,Pharmaceutical Products,Truck,28 - 38  Chemicals & Allied Industries,Import,5631097931,142767.475,314748661.8
2019,U.S-Mexico Trade,Straw and Basketware,Air,44 - 49  Wood & Wood Products,Import,114873,2.494,5498.3325
2017,U.S-Mexico Trade,Headgear,Mail,64 - 67  Footwear / Headgear,Export,270568,0,0
2022,U.S-Mexico Trade,Plastics and Articles,Truck,39 - 40  Plastics / Rubbers,Import,17531732464,4754079.989,10480960839
2016,U.S-Mexico Trade,Rubber and Articles,Vessel,39 - 40  Plastics / Rubbers,Import,8386445,3118.917,6876040.565
2020,U.S-Mexico Trade,Clocks; Watches and Parts,Other,90 - 97  Miscellaneous,Export,29516345,0,0
2023,U.S-Mexico Trade,Knitted or Crocheted Apparel,Other,50 - 63  Textiles,Export,447470954,0,0
2022,U.S-Mexico Trade,Miscellaneous Chemical Products,Rail,28 - 38  Chemicals & Allied Industries,Export,2056825937,0,0
2017,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Truck,16 - 24  Foodstuffs,Import,138374343,21296.88,46951621.72
2022,U.S-Mexico Trade,Fertilizers,Truck,28 - 38  Chemicals & Allied Industries,Import,505375270,820609.301,1809135304
2019,U.S-Mexico Trade,Toys; Games and Sport Equipment,Vessel,90 - 97  Miscellaneous,Export,5641823,1193.709,2631680.008
2024,U.S-Mexico Trade,Articles of Iron and Steel,Truck,72 - 83  Metals,Import,11351800153,3236328.602,7134889068
2020,U.S-Mexico Trade,Man-made Filaments,Truck,50 - 63  Textiles,Export,544978290,0,0
2022,U.S-Mexico Trade,Ships and Boats,Vessel,86 - 89  Transportation,Export,169232674,7687.942,16949024.67
2014,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Truck,16 - 24  Foodstuffs,Import,2332584557,2367021.846,5218394165
2015,U.S-Mexico Trade,Other Made up Textile Articles,Foreign Trade Zones,50 - 63  Textiles,Import,11366,1.868,4118.2383
2023,U.S-Mexico Trade,Clocks; Watches and Parts,Foreign Trade Zones,90 - 97  Miscellaneous,Import,29785,0.299,659.1827
2016,U.S-Mexico Trade,Raw Hides and Skins,Rail,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,2643981,0,0
2022,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Air,25 - 27  Mineral Products,Export,3506184,1549.001,3414965.425
2024,U.S-Mexico Trade,Coffee; Tea and Spices,Vessel,06 - 15  Vegetable Products,Import,274953754,55440.973,122226522.9
2017,U.S-Mexico Trade,Special Woven Fabrics,Rail,50 - 63  Textiles,Export,22585,0,0
2016,U.S-Mexico Trade,Lead and Articles,Rail,72 - 83  Metals,Import,301668094,152722.778,336696365.9
2018,U.S-Mexico Trade,Products of Animal Origin,Vessel,01 - 05  Animal & Animal Products,Export,1218865,512.646,1130191.89
2018,U.S-Mexico Trade,Aluminum and Articles,Foreign Trade Zones,72 - 83  Metals,Import,9127658,3053.702,6732266.001
2019,U.S-Mexico Trade,Products of Animal Origin,Other,01 - 05  Animal & Animal Products,Import,521940,175.104,386038.5543
2013,U.S-Mexico Trade,Edible Fruit and Nuts,Vessel,06 - 15  Vegetable Products,Export,7846786,1059.388,2335552.654
2020,U.S-Mexico Trade,Sugars and Sugar Confectionery,Other,16 - 24  Foodstuffs,Export,20329180,0,0
2023,U.S-Mexico Trade,Fertilizers,Foreign Trade Zones,28 - 38  Chemicals & Allied Industries,Import,13152,11.31,24934.3021
2020,U.S-Mexico Trade,Cork and Articles,Truck,44 - 49  Wood & Wood Products,Export,10494420,0,0
2019,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Rail,50 - 63  Textiles,Import,2086076,686.365,1513177.039
2019,U.S-Mexico Trade,Wool and Animal Hair,Truck,50 - 63  Textiles,Import,39616504,1941.102,4279400.865
2017,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Vessel,50 - 63  Textiles,Export,11185143,319.87,705193.2095
2013,U.S-Mexico Trade,Explosives,Vessel,28 - 38  Chemicals & Allied Industries,Import,51388,22.519,49645.9372
2024,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Other,84 - 85  Machinery / Electrical,Import,11648221,279.549,616300.546
2013,U.S-Mexico Trade,Other Made up Textile Articles,Air,50 - 63  Textiles,Export,12830181,1131.264,2494012.224
2020,U.S-Mexico Trade,Impregnated Fabrics,Truck,50 - 63  Textiles,Import,625790012,90314.523,199109602.9
2013,U.S-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Rail,16 - 24  Foodstuffs,Import,186095549,188338.843,415216412.5
2018,U.S-Mexico Trade,Iron and Steel,Rail,72 - 83  Metals,Import,2468653603,4224962.254,9314454960
2020,U.S-Mexico Trade,Iron and Steel,Foreign Trade Zones,72 - 83  Metals,Import,21725,10.942,24123.0004
2015,U.S-Mexico Trade,Ceramic Products,Truck,68 - 71  Stone / Glass,Export,555686454,0,0
2022,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,90 - 97  Miscellaneous,Export,6006922,346.396,763673.0779
2014,U.S-Mexico Trade,Articles of Leather and Handbags,Vessel,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,1452986,56.681,124960.3139
2020,U.S-Mexico Trade,Preparations of Fish and Meat,Other,16 - 24  Foodstuffs,Import,32256,17.418,38400.1481
2022,U.S-Mexico Trade,Live Animals,Air,01 - 05  Animal & Animal Products,Import,5412752,37.046,81672.5126
2023,U.S-Mexico Trade,Food Residues and Waste,Vessel,16 - 24  Foodstuffs,Export,153530161,409704.033,903243516.2
2013,U.S-Mexico Trade,Meat and Edible Offal,Truck,01 - 05  Animal & Animal Products,Import,2581247224,676810.937,1492113920
2013,U.S-Mexico Trade,Photographic Goods,Other,28 - 38  Chemicals & Allied Industries,Export,23684832,0,0
2016,U.S-Mexico Trade,Cotton,Vessel,50 - 63  Textiles,Import,2570718,484.204,1067487.962
2015,U.S-Mexico Trade,Miscellaneous Edible Preparations,Foreign Trade Zones,16 - 24  Foodstuffs,Import,215521,81.958,180686.608
2013,U.S-Mexico Trade,Plastics and Articles,Other,39 - 40  Plastics / Rubbers,Export,907537527,0,0
2016,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Other,50 - 63  Textiles,Import,825,0.016,35.2739
2020,U.S-Mexico Trade,Other Vegetable Fibers and Paper Yarn,Truck,50 - 63  Textiles,Import,4672084,8795.055,19389793.03
2020,U.S-Mexico Trade,Cotton,Other,50 - 63  Textiles,Export,10379872,0,0
2018,U.S-Mexico Trade,Rubber and Articles,Rail,39 - 40  Plastics / Rubbers,Import,430471619,135767.314,299315935.9
2020,U.S-Mexico Trade,Malts; Starches and Inulin,Vessel,06 - 15  Vegetable Products,Export,1578185,2824.079,6226033.526
2023,U.S-Mexico Trade,Articles of Iron and Steel,Rail,72 - 83  Metals,Import,1409721200,480342.432,1058974656
2024,U.S-Mexico Trade,Meat and Edible Offal,Rail,01 - 05  Animal & Animal Products,Import,190330,39.274,86584.4194
2014,U.S-Mexico Trade,Umbrellas and Walking Sticks,Rail,64 - 67  Footwear / Headgear,Export,24532,0,0
2018,U.S-Mexico Trade,Special Woven Fabrics,Mail,50 - 63  Textiles,Export,3037,0,0
2024,U.S-Mexico Trade,Locomotives and Traffic Signals,Truck,86 - 89  Transportation,Export,1322088443,0,0
2024,U.S-Mexico Trade,Malts; Starches and Inulin,Rail,06 - 15  Vegetable Products,Export,475583114,0,0
2017,U.S-Mexico Trade,Feathers and Down,Air,64 - 67  Footwear / Headgear,Import,298617,4.298,9475.4737
2014,U.S-Mexico Trade,Special Woven Fabrics,Foreign Trade Zones,50 - 63  Textiles,Import,18600,0.903,1990.7758
2021,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Vessel,06 - 15  Vegetable Products,Export,756083853,1477891.022,3258194637
2014,U.S-Mexico Trade,Plastics and Articles,Foreign Trade Zones,39 - 40  Plastics / Rubbers,Import,24443681,11453.973,25251708.58
2016,U.S-Mexico Trade,Products of Animal Origin,Rail,01 - 05  Animal & Animal Products,Export,5692240,0,0
2014,U.S-Mexico Trade,Fertilizers,Rail,28 - 38  Chemicals & Allied Industries,Export,692624043,0,0
2018,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Rail,25 - 27  Mineral Products,Import,457898117,4383639.764,9664279273
2014,U.S-Mexico Trade,Organic Chemicals,Air,28 - 38  Chemicals & Allied Industries,Export,668968700,2361.092,5205321.059
2021,U.S-Mexico Trade,Impregnated Fabrics,Foreign Trade Zones,50 - 63  Textiles,Import,1891,0.098,216.053
2019,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Rail,84 - 85  Machinery / Electrical,Export,1188164989,0,0
2018,U.S-Mexico Trade,Coffee; Tea and Spices,Air,06 - 15  Vegetable Products,Export,1681406,223.389,492488.8413
2023,U.S-Mexico Trade,Wood and Articles,Other,44 - 49  Wood & Wood Products,Export,268087520,0,0
2015,U.S-Mexico Trade,Sugars and Sugar Confectionery,Vessel,16 - 24  Foodstuffs,Export,40144081,113981.642,251286711.4
2019,U.S-Mexico Trade,Inorganic Chemicals,Rail,28 - 38  Chemicals & Allied Industries,Export,1042295330,0,0
2020,U.S-Mexico Trade,Pulp of Wood and Paperboard,Truck,44 - 49  Wood & Wood Products,Import,270168262,950234.961,2094911200
2015,U.S-Mexico Trade,Works of Art and Antiques,Rail,90 - 97  Miscellaneous,Export,269739,0,0
2015,U.S-Mexico Trade,Other Made up Textile Articles,Mail,50 - 63  Textiles,Export,208511,0,0
2022,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Air,25 - 27  Mineral Products,Import,151788,48.603,107151.3595
2015,U.S-Mexico Trade,Preparations of Fish and Meat,Vessel,16 - 24  Foodstuffs,Import,15659242,3844.897,8476553.817
2015,U.S-Mexico Trade,Measuring and Testing Instruments,Other,90 - 97  Miscellaneous,Import,209471,2.878,6344.9084
2017,U.S-Mexico Trade,Cereals,Rail,06 - 15  Vegetable Products,Export,2352989692,0,0
2024,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Vessel,06 - 15  Vegetable Products,Export,597850489,1232843.996,2717957980
2021,U.S-Mexico Trade,Malts; Starches and Inulin,Rail,06 - 15  Vegetable Products,Export,452590445,0,0
2014,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Foreign Trade Zones,68 - 71  Stone / Glass,Import,27425,0.012,26.4554
2022,U.S-Mexico Trade,Rubber and Articles,Air,39 - 40  Plastics / Rubbers,Import,43179781,1265.898,2790829.619
2024,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Rail,90 - 97  Miscellaneous,Import,41715421,12080.845,26633725.9
2020,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Rail,06 - 15  Vegetable Products,Export,1394970533,0,0
2019,U.S-Mexico Trade,Feathers and Down,Truck,64 - 67  Footwear / Headgear,Export,42795990,0,0
2024,U.S-Mexico Trade,Aluminum and Articles,Other,72 - 83  Metals,Export,163519839,0,0
2018,U.S-Mexico Trade,Man-made Filaments,Other,50 - 63  Textiles,Import,82367,19.502,42994.5854
2016,U.S-Mexico Trade,Pulp of Wood and Paperboard,Other,44 - 49  Wood & Wood Products,Import,40500,87.888,193760.031
2013,U.S-Mexico Trade,Silk,Other,50 - 63  Textiles,Export,757103,0,0
2013,U.S-Mexico Trade,Vehicles Other than Railway,Rail,86 - 89  Transportation,Import,60217022798,7042691.985,15526490733
2022,U.S-Mexico Trade,Coffee; Tea and Spices,Rail,06 - 15  Vegetable Products,Export,87658173,0,0
2019,U.S-Mexico Trade,Essential Oils and Resinoids,Other,28 - 38  Chemicals & Allied Industries,Export,362580965,0,0
2017,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Vessel,72 - 83  Metals,Import,3970598,724.723,1597742.019
2019,U.S-Mexico Trade,Computer-Related Machinery and Parts,Air,84 - 85  Machinery / Electrical,Import,2763267168,16267.292,35863269.14
2024,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Other,50 - 63  Textiles,Import,1596,0.516,1137.5862
2017,U.S-Mexico Trade,Pulp of Wood and Paperboard,Pipeline,44 - 49  Wood & Wood Products,Export,8021,0,0
2015,U.S-Mexico Trade,Edible Fruit and Nuts,Rail,06 - 15  Vegetable Products,Import,46823,21.91,48303.321
2023,U.S-Mexico Trade,Iron and Steel,Rail,72 - 83  Metals,Import,4102512494,5860832.237,12920933872
2024,U.S-Mexico Trade,Sugars and Sugar Confectionery,Vessel,16 - 24  Foodstuffs,Export,52452871,123153.517,271507251
2018,U.S-Mexico Trade,Meat and Edible Offal,Foreign Trade Zones,01 - 05  Animal & Animal Products,Import,22632089,10326.781,22766673.57
2022,U.S-Mexico Trade,Miscellaneous Chemical Products,Air,28 - 38  Chemicals & Allied Industries,Export,603968222,5445.511,12005306.5
2019,U.S-Mexico Trade,Articles of Iron and Steel,Other,72 - 83  Metals,Export,975877058,0,0
2023,U.S-Mexico Trade,Fish and Crustaceans,Other,01 - 05  Animal & Animal Products,Export,27219287,0,0
2020,U.S-Mexico Trade,Computer-Related Machinery and Parts,Rail,84 - 85  Machinery / Electrical,Import,4262910569,629406.069,1387603990
2017,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Foreign Trade Zones,50 - 63  Textiles,Import,37216,0.869,1915.8179
2013,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Vessel,68 - 71  Stone / Glass,Export,434795,14.81,32650.4868
2014,U.S-Mexico Trade,Tin and Articles,Vessel,72 - 83  Metals,Export,20121,4.501,9923.0145
2021,U.S-Mexico Trade,Fish and Crustaceans,Rail,01 - 05  Animal & Animal Products,Export,1336548,0,0
2016,U.S-Mexico Trade,Fish and Crustaceans,Truck,01 - 05  Animal & Animal Products,Export,955234039,0,0
2016,U.S-Mexico Trade,Raw Hides and Skins,Air,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,2354871,44.271,97600.9215
